season,season_id,category_base,category_label_raw,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2025-2026,21,TERCERA FEDERACION,TERCERA FEDERACION,COPA RFEF FASE AUTONOMICA,24206667,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:08.749652+00:00
2025-2026,21,TERCERA FEDERACION,TERCERA FEDERACION,FINAL COPA RFEF FASE AUTONÓMICA,24605960,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:13.397640+00:00
2025-2026,21,TERCERA FEDERACION,TERCERA FEDERACION,PLAY OFF TERCERA FEDERACION,26665407,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:15.925138+00:00
2025-2026,21,TERCERA FEDERACION,TERCERA FEDERACION,TERCERA FEDERACION RFEF,24038099,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:26.811905+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:30.983359+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,FINAL COPA PRIMERA DIVISION AUTONOMICA AFICIONADO,26699350,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:51.941268+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:54.350083+00:00
2025-2026,21,PREFERENTE AFICIONADO,PREFERENTE AFICIONADO,PREFERENTE AFICIONADO,24037456,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:49:59.914644+00:00
2025-2026,21,PRIMERA AFICIONADO,PRIMERA AFICIONADO,PRIMERA AFICIONADO,24037461,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:50:15.063782+00:00
2025-2026,21,SEGUNDA AFICIONADO,SEGUNDA AFICIONADO,SEGUNDA AFICIONADO,24762963,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:50:39.158525+00:00
2025-2026,21,LIGA NACIONAL JUVENIL,LIGA NACIONAL JUVENIL,NACIONAL JUVENIL,24037993,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:51:45.138702+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,FINAL COPA PRIMERA DIVISION AUTONOMICA JUVENIL,26699354,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:51:48.218141+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,24037493,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:51:50.677707+00:00
2025-2026,21,PREFERENTE JUVENIL,PREFERENTE JUVENIL,PREFERENTE JUVENIL,24037496,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:51:57.726722+00:00
2025-2026,21,PRIMERA JUVENIL,PRIMERA JUVENIL,PRIMERA JUVENIL,24037502,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:52:15.778863+00:00
2025-2026,21,SEGUNDA JUVENIL,SEGUNDA JUVENIL,SEGUNDA JUVENIL,24897923,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:52:54.794480+00:00
2025-2026,21,SUPERLIGA CADETE,SUPERLIGA CADETE,SUPERLIGA CADETE,24037909,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:54:37.240551+00:00
2025-2026,21,DIVISION DE HONOR CADETE,DIVISION DE HONOR CADETE,DIVISION DE HONOR CADETE,24037916,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:54:40.023620+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA CADETE,PRIMERA DIVISION AUTONOMICA CADETE,PRIMERA DIVISION AUTONOMICA CADETE,24037548,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:54:47.502301+00:00
2025-2026,21,PREFERENTE CADETE,PREFERENTE CADETE,PREFERENTE CADETE,24037553,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:54:58.756658+00:00
2025-2026,21,PRIMERA CADETE,PRIMERA CADETE,PRIMERA CADETE,24037562,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:55:24.906295+00:00
2025-2026,21,SEGUNDA CADETE,SEGUNDA CADETE,FINAL TORNEO SEGUNDA CADETE GRUPO 4,26704985,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:56:11.755821+00:00
2025-2026,21,SEGUNDA CADETE,SEGUNDA CADETE,SEGUNDA CADETE,24037579,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:56:13.865529+00:00
2025-2026,21,SEGUNDA CADETE,SEGUNDA CADETE,TORNEO SEGUNDA CADETE GRUPO 4,26579518,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:58:12.782384+00:00
2025-2026,21,SUPERLIGA INFANTIL,SUPERLIGA INFANTIL,SUPERLIGA INFANTIL,24037911,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:58:17.389725+00:00
2025-2026,21,DIVISION DE HONOR INFANTIL,DIVISION DE HONOR INFANTIL,DIVISION DE HONOR INFANTIL,24037620,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:58:20.768828+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA INFANTIL,PRIMERA DIVISION AUTONOMICA INFANTIL,PRIMERA DIVISION AUTONOMICA INFANTIL,24037623,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:58:26.379061+00:00
2025-2026,21,PREFERENTE INFANTIL,PREFERENTE INFANTIL,PREFERENTE INFANTIL,24037628,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:58:39.459151+00:00
2025-2026,21,PRIMERA INFANTIL,PRIMERA INFANTIL,PRIMERA INFANTIL,24037637,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:59:03.108262+00:00
2025-2026,21,SEGUNDA INFANTIL,SEGUNDA INFANTIL,SEGUNDA INFANTIL ,25255269,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T15:59:53.506601+00:00
2025-2026,21,SUPERLIGA ALEVIN,SUPERLIGA ALEVIN,SUPERLIGA ALEVIN,24037991,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:02:19.090276+00:00
2025-2026,21,DIVISION DE HONOR ALEVIN,DIVISION DE HONOR ALEVIN,DIVISION DE HONOR ALEVIN,24037913,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:02:21.589719+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,24037703,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:02:26.759553+00:00
2025-2026,21,PREFERENTE ALEVIN,PREFERENTE ALEVIN,PREFERENTE ALEVIN,24037708,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:02:39.705016+00:00
2025-2026,21,PRIMERA ALEVIN,PRIMERA ALEVIN,PRIMERA ALEVIN,24037717,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:03:00.865604+00:00
2025-2026,21,VETERANOS F11,VETERANOS F11,COPA RFFM VETERANOS MOVEMBER - FASE REGULAR,26663980,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:03:41.909922+00:00
2025-2026,21,VETERANOS F11,VETERANOS F11,VETERANOS MASCULINO F11 - MOVEMBER,24038130,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:03:48.543022+00:00
2025-2026,21,TERCERA FEDERACION DE FÚTBOL FEMENINO,TERCERA FEDERACION DE FÚTBOL FEMENINO,TERCERA FEDERACION DE FÚTBOL FEMENINO,24038579,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:03:51.385645+00:00
2025-2026,21,PRIMERA DIVISION AUTONÓMICA FEMENINO,PRIMERA DIVISION AUTONÓMICA FEMENINO,PRIMERA DIVISION AUTONÓMICA FEMENINO,24038114,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:03:53.807012+00:00
2025-2026,21,PREFERENTE FUTBOL FEMENINO,PREFERENTE FUTBOL FEMENINO,PREFERENTE FUTBOL FEMENINO,24038124,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:03:56.527482+00:00
2025-2026,21,PRIMERA FUTBOL FEMENINO,PRIMERA FUTBOL FEMENINO,PRIMERA FUTBOL FEMENINO,24037730,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:02.537689+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA FEMENINO JUVENIL,PRIMERA DIVISION AUTONOMICA FEMENINO JUVENIL,PRIMERA DIVISION AUTONOMICA FEMENINO JUVENIL,24038116,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:10.081266+00:00
2025-2026,21,PREFERENTE FEMENINO JUVENIL,PREFERENTE FEMENINO JUVENIL,PREFERENTE FEMENINO JUVENIL,24037735,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:13.299679+00:00
2025-2026,21,PRIMERA FEMENINO JUVENIL,PRIMERA FEMENINO JUVENIL,PRIMERA FEMENINO JUVENIL,24037738,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:19.703807+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA FEMENINO CADETE,PRIMERA DIVISION AUTONOMICA FEMENINO CADETE,PRIMERA DIVISION AUTONOMICA FEMENINO CADETE,24038118,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:36.758097+00:00
2025-2026,21,PREFERENTE FEMENINO CADETE,PREFERENTE FEMENINO CADETE,PREFERENTE FEMENINO CADETE,24037743,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:40.445061+00:00
2025-2026,21,PRIMERA FEMENINO CADETE,PRIMERA FEMENINO CADETE,PRIMERA FEMENINO CADETE,24037746,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:04:46.796489+00:00
2025-2026,21,CAMPEONATO UNIVERSITARIO FEMENINO,CAMPEONATO UNIVERSITARIO FEMENINO,CAMPEONATO UNIVERSITARIO FEMENINO F11,24038107,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:05:11.778300+00:00
2025-2026,21,CAMPEONATO UNIVERSITARIO MASCULINO,CAMPEONATO UNIVERSITARIO MASCULINO,CAMPEONATO UNIVERSITARIO MASCULINO 1ª FASE F11,24038106,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:05:14.553246+00:00
2025-2026,21,CAMPEONATO UNIVERSITARIO MASCULINO,CAMPEONATO UNIVERSITARIO MASCULINO,CAMPEONATO UNIVERSITARIO MASCULINO 2ª FASE F11 ,26257550,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:05:19.296431+00:00
2025-2026,21,CAMPEONATO UNIVERSITARIO MASCULINO,CAMPEONATO UNIVERSITARIO MASCULINO,CAMPEONATO UNIVERSITARIO MASCULINO FASE FINAL F11,26480394,phase fase final,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=21&tipojuego=1,2026-08-02T16:05:23.565030+00:00
2025-2026,21,DIVISION DE HONOR ALEV-F7,DIVISION DE HONOR ALEV-F7,COPA RURAL ALEVIN,26603934,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:05:25.925999+00:00
2025-2026,21,DIVISION DE HONOR ALEV-F7,DIVISION DE HONOR ALEV-F7,DIVISION DE HONOR ALEVIN F-7,24037776,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:05:32.921282+00:00
2025-2026,21,DIVISION DE HONOR ALEV-F7,DIVISION DE HONOR ALEV-F7,T. CAMPEONES DIV. DE HONOR ALEV-F7,26687783,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:05:38.863306+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA ALEV.F-7,PRIMERA DIVISION AUTONOMICA ALEV.F-7,PRIMERA DIVISION AUTONOMICA ALEVIN F-7,24037930,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:05:41.310408+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA ALEV.F-7,PRIMERA DIVISION AUTONOMICA ALEV.F-7,T. CAMPEONES AUTONOMICA ALEV.F-7,26687749,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:05:55.136723+00:00
2025-2026,21,PREFERENTE ALEVIN F-7,PREFERENTE ALEVIN F-7,PREFERENTE ALEVIN F-7,24037995,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:05:57.687275+00:00
2025-2026,21,PREFERENTE ALEVIN F-7,PREFERENTE ALEVIN F-7,T. CAMPEONES PREF. ALEVIN 1ª FASE,26687745,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:06:24.896715+00:00
2025-2026,21,PREFERENTE ALEVIN F-7,PREFERENTE ALEVIN F-7,T. CAMPEONES PREF. ALEVIN F-7 FINAL,26695881,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:06:29.744436+00:00
2025-2026,21,PRIMERA ALEVIN F-7,PRIMERA ALEVIN F-7,PRIMERA ALEVIN F-7,24038004,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:06:31.992657+00:00
2025-2026,21,PRIMERA ALEVIN F-7,PRIMERA ALEVIN F-7,T. CAMPEONES 1ª ALEVIN F-7 FASE FINAL,26695889,playoff 7 FASE,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:07:23.428852+00:00
2025-2026,21,PRIMERA ALEVIN F-7,PRIMERA ALEVIN F-7,T. CAMPEONES 1ª ALEVIN PRIMERA FASE,26687736,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:07:26.690253+00:00
2025-2026,21,SEGUNDA ALEVIN F-7,SEGUNDA ALEVIN F-7,SEGUNDA ALEVIN F-7,24037935,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:07:36.345817+00:00
2025-2026,21,SEGUNDA ALEVIN F-7,SEGUNDA ALEVIN F-7,SEGUNDA FASE F7 ITINERANTE SIERRA OESTE,26480873,phase segunda fase,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:10:12.259631+00:00
2025-2026,21,SEGUNDA ALEVIN F-7,SEGUNDA ALEVIN F-7,T. CAMPEONES 2ª ALEVIN OCTAVOS ,26695811,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:10:17.197694+00:00
2025-2026,21,SEGUNDA ALEVIN F-7,SEGUNDA ALEVIN F-7,T. CAMPEONES 2ª ALEVIN PRIMERA FASE,26687707,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:10:38.103368+00:00
2025-2026,21,SEGUNDA ALEVIN F-7,SEGUNDA ALEVIN F-7,T. CAMPEONES 2ªALEVIN FASE FINAL,26695836,playoff FASE FINAL,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:11:21.438113+00:00
2025-2026,21,DIVISIÓN DE HONOR BENJAMÍN F7,DIVISIÓN DE HONOR BENJAMÍN F7,DIVISIÓN DE HONOR BENJAMÍN F-7,24038500,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:11:24.102506+00:00
2025-2026,21,DIVISIÓN DE HONOR BENJAMÍN F7,DIVISIÓN DE HONOR BENJAMÍN F7,T. CAMPEONES DIV. DE HONOR BENJAMÍN F7,26687942,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:11:33.797248+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA BENJAMIN F7,PRIMERA DIVISION AUTONOMICA BENJAMIN F7,PRIMERA DIVISION AUTONOMICA BENJAMÍN F-7,24038021,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:11:36.996366+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA BENJAMIN F7,PRIMERA DIVISION AUTONOMICA BENJAMIN F7,T. CAMPEONES 1ª DIV. AUT. BENJAMIN FINAL,26701546,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:11:55.385940+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA BENJAMIN F7,PRIMERA DIVISION AUTONOMICA BENJAMIN F7,T. CAMPEONES AUTONOMICA BENJAMIN F7 1ª FASE,26687939,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:11:57.864218+00:00
2025-2026,21,PREFERENTE BENJAMIN F7,PREFERENTE BENJAMIN F7,PREFERENTE BENJAMÍN F-7,24037779,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:12:03.145890+00:00
2025-2026,21,PREFERENTE BENJAMIN F7,PREFERENTE BENJAMIN F7,T. CAMPEONES PREF. BENJAMIN F7 1ª FASE,26687934,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:12:46.211340+00:00
2025-2026,21,PREFERENTE BENJAMIN F7,PREFERENTE BENJAMIN F7,T. CAMPEONES PREF. BENJAMIN F7 FASE FINAL,26701382,playoff FASE FINAL,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:12:55.005726+00:00
2025-2026,21,PRIMERA BENJAMIN F7,PRIMERA BENJAMIN F7,PRIMERA BENJAMÍN F-7,24037796,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:12:57.159802+00:00
2025-2026,21,PRIMERA BENJAMIN F7,PRIMERA BENJAMIN F7,T. CAMPEONES 1ª BENJAMIN 2ª FASE,26700860,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:15:50.326788+00:00
2025-2026,21,PRIMERA BENJAMIN F7,PRIMERA BENJAMIN F7,T. CAMPEONES 1ª BENJAMIN F7 1ª FASE,26687908,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:16:17.859865+00:00
2025-2026,21,PRIMERA BENJAMIN F7,PRIMERA BENJAMIN F7,T. CAMPEONES 1ª BENJAMIN F7 3ª FASE,26700978,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:17:16.424484+00:00
2025-2026,21,PRIMERA BENJAMIN F7,PRIMERA BENJAMIN F7,T. CAMPEONES 1ª BENJAMIN F7 FASE FINAL,26701883,playoff FASE FINAL,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:17:25.896265+00:00
2025-2026,21,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN F-7,24038501,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:17:28.073392+00:00
2025-2026,21,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,26409262,phase segunda fase,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:17:46.309417+00:00
2025-2026,21,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,T. CAMPEONES 1ª DIV. AUT. PREBENJAMÍN FINAL,26701479,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:18:23.483541+00:00
2025-2026,21,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,T. CAMPEONES AUTONÓMICA PREBENJAMÍN 1ª FASE,26687992,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:18:26.257796+00:00
2025-2026,21,PREFERENTE PREBENJAMIN,PREFERENTE PREBENJAMIN,PREFERENTE PREBENJAMÍN F-7,24037875,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:18:30.955896+00:00
2025-2026,21,PREFERENTE PREBENJAMIN,PREFERENTE PREBENJAMIN,SEGUNDA FASE PREFERENTE PREBENJAMIN F7,26412359,phase segunda fase,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:18:58.601976+00:00
2025-2026,21,PREFERENTE PREBENJAMIN,PREFERENTE PREBENJAMIN,T. CAMPEONES PREF. PREBENJAMIN 1ª FASE,26687987,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:19:56.542520+00:00
2025-2026,21,PREFERENTE PREBENJAMIN,PREFERENTE PREBENJAMIN,T. CAMPEONES PREF. PREBENJAMIN FASE FINAL,26701035,playoff FASE FINAL,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:20:11.643774+00:00
2025-2026,21,PREBENJAMIN,PREBENJAMIN,PRIMERA PREBENJAMÍN F-7,24038030,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:20:14.570449+00:00
2025-2026,21,PREBENJAMIN,PREBENJAMIN,SEGUNDA FASE PRIMERA PREBENJAMIN F7,26412582,phase segunda fase,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:22:08.963918+00:00
2025-2026,21,PREBENJAMIN,PREBENJAMIN,T. CAMPEONES 1ª PREBENJAMIN 1ª FASE,26687967,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:25:44.739561+00:00
2025-2026,21,PREBENJAMIN,PREBENJAMIN,T. CAMPEONES 1ª PREBENJAMIN 2ª FASE,26700985,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:12.801094+00:00
2025-2026,21,PREBENJAMIN,PREBENJAMIN,T. CAMPEONES 1ª PREBENJAMIN FASE FINAL,26701868,playoff FASE FINAL,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:22.771600+00:00
2025-2026,21,PRIMERA FEMENINO SENIOR F-7,PRIMERA FEMENINO SENIOR F-7,AFICIONADO - JUVENIL FEMENINO SENIOR F-7 SIERRA OESTE,24038132,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:26.002453+00:00
2025-2026,21,PRIMERA FEMENINO SENIOR F-7,PRIMERA FEMENINO SENIOR F-7,COPA SIERRA OESTE F7 FEMENINO,26604394,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:28.886682+00:00
2025-2026,21,PRIMERA FEMENINO SENIOR F-7,PRIMERA FEMENINO SENIOR F-7,PRIMERA FEMENINO SENIOR F-7,24038103,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:36.625875+00:00
2025-2026,21,JUVENIL F-7 FEMENINO,JUVENIL F-7 FEMENINO,JUVENIL F-7 FEMENINO,25779156,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:41.981386+00:00
2025-2026,21,CADETE F-7 FEMENINO,CADETE F-7 FEMENINO,CADETE F-7 FEMENINO,24038127,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:45.267808+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA FEMENINO INFANTIL F-7,PRIMERA DIVISION AUTONOMICA FEMENINO INFANTIL F-7,PRIMERA DIVISION AUTONOMICA FEMENINO INFANTIL F-7,24038120,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:47.906549+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA FEMENINO INFANTIL F-7,PRIMERA DIVISION AUTONOMICA FEMENINO INFANTIL F-7,T.CAMPEONES 1ª DIV. AUTO. FEMENINO INFANTIL F-7,26687827,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=21&tipojuego=2,2026-08-02T16:26:50.821703+00:00
