season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,A.D. ALCORCON S.A.D. 'B',280,13,38,12,12,14,40,46,-6,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,C.F. POZUELO DE ALARCON 'A',1873,14,38,11,15,12,40,35,5,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,RAYO VALLECANO DE MADRID 'B',58,15,38,12,11,15,57,49,8,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,C.F. TRIVAL VALDERAS ALCORCON 'A',1563,16,38,11,13,14,44,48,-4,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,ALCOBENDAS-LEVITT C.F.,256,17,38,10,14,14,29,37,-8,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,ARAVACA C.F. 'A',106,18,38,9,11,18,36,64,-28,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,F.C. VILLANUEVA DEL PARDILLO 'A',1532,19,38,7,10,21,21,57,-36,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,A.D. PARLA 'A',311,20,38,4,7,27,21,67,-46,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,2026-08-12T22:41:44.322971+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,A.D. COLMENAR VIEJO 'A',193,1,34,20,7,7,59,33,26,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,2,34,19,9,6,58,35,23,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,C.D. FUTBOL TRES CANTOS 'A',2027,3,34,18,10,6,59,36,23,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,U.D. SAN SEBASTIAN REYES 'B',408,4,34,19,6,9,55,37,18,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,C.D. COSLADA,685,5,34,17,10,7,62,38,24,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,ESCUELA DEP.MORATALAZ 'A',623,6,34,16,7,11,68,55,13,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,C.D. CANILLAS 'A',479,7,34,14,10,10,47,42,5,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,LAS ROZAS C.F.-U.C.J.C. 'A',293,8,34,12,10,12,54,51,3,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,PERISO CLUB DE FUTBOL 'A',1174,9,34,12,9,13,63,60,3,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,R.S.D. ALCALA S.A.D. 'B',72,10,34,10,10,14,46,56,-10,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,UNION COLLADO VILLALBA 'A',1619,11,34,11,7,16,54,60,-6,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,C.D. SAN ROQUE E.F.F.,444,12,34,10,9,15,31,49,-18,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,A.D. TORREJON C.F. 'A',2363,13,34,8,15,11,37,41,-4,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,A.D. COMPLUTENSE ALCALA,2451,14,34,9,12,13,36,39,-3,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,RAYO CIUDAD ALCOBENDAS C.F. 'A',1032104,15,34,8,11,15,40,51,-11,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,A.D. SPORTING HORTALEZA 'A',546,16,34,7,14,13,40,53,-13,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,C.D. AVANCE,608,17,34,9,7,18,47,68,-21,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,E.F. SIETE PICOS COLMENAR,2977,18,34,2,7,25,25,77,-52,13,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,2026-08-12T22:41:44.445486+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,CLUB POLID. PARLA ESCUELA,1791,1,34,22,4,8,65,41,24,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. LOS YEBENES-SAN BRUNO 'A',1245,2,34,17,13,4,59,31,28,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. EL ALAMO 'A',468,3,34,18,9,7,57,32,25,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. LUGO FUENLABRADA 'A',2089,4,34,18,8,8,55,29,26,62,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. VICALVARO,596,5,34,18,7,9,56,28,28,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,REAL C.D. CARABANCHEL 'A',46,6,34,16,7,11,58,40,18,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,REAL ARANJUEZ C.F. 'A',117,7,34,15,9,10,53,38,15,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,A.D. VILLAVICIOSA DE ODON 'A',424,8,34,14,11,9,53,40,13,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. COLONIA MOSCARDO 'A',85,9,34,16,4,14,52,43,9,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,A.D. ARGANDA C.F.,788,10,34,14,8,12,55,57,-2,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. FORTUNA 'A',495,11,34,13,9,12,38,39,-1,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. LATINA,300607,12,34,13,7,14,58,56,2,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,CIEMPOZUELOS CLUB FUTBOL,680891,13,34,11,9,14,47,48,-1,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. LA AVANZADA 'A',2472,14,34,12,6,16,48,54,-6,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. BETIS SAN ISIDRO 'A',2009,15,34,10,9,15,41,50,-9,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,C.D. CIUDAD LOS ANGELES 'A',2856,16,34,7,5,22,40,69,-29,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,ESCUELA DE FUTBOL ARGANDA,466820,17,34,6,7,21,36,74,-38,22,3,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,2026-08-12T22:41:44.434444+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,C.D. GALAPAGAR 'A',438,1,34,24,4,6,83,29,54,76,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,TORRELODONES C.F. 'A',830,2,34,20,10,4,75,28,47,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,A.D. CALASANZ POZUELO 'A',171,3,34,19,6,9,71,50,21,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,A.D. UNION ADARVE 'B',466770,4,34,19,6,9,66,37,29,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,COLEGIO EL PRADO,845,5,34,18,5,11,71,59,12,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,C.F. POZUELO DE ALARCON 'B',334285,6,34,17,6,11,67,55,12,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,ATLETICO VILLALBA,1024,7,34,15,5,14,60,56,4,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,C.F. GANDARIO-SANSE,2706,8,34,15,5,14,52,58,-6,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,E.F.M.O. BOADILLA 'A',1737,9,34,14,7,13,65,50,15,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,HOYO DE MANZANARES C.D.H. 'A',1197,10,34,13,10,11,42,48,-6,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,LAS ROZAS C.F.-U.C.J.C. 'B',526441,11,34,13,9,12,43,45,-2,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,A.D. FUNDACION 'A',1418,12,34,14,5,15,67,65,2,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,A.D. COLMENAR VIEJO 'B',194,13,34,13,4,17,45,47,-2,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,S.A.D. FUND. C.D. RECUERDO,397,14,34,11,7,16,42,54,-12,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,ACADEMIA CLUB INTERSOCCER MADRID,466823,15,34,9,10,15,37,50,-13,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,RAYO BRUNETE C.F.,680273,16,34,5,7,22,35,86,-51,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,SPORTING SEIS DE DICIEMBRE,300530,17,34,4,4,26,34,84,-50,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,2026-08-12T22:41:44.827922+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,ESCUELA FUTBOL CONCEPCION 'A',370,1,34,20,7,7,69,38,31,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,C.D. DOSA,656,2,34,19,10,5,82,44,38,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,CAMARMA C.F. 'A',517,3,34,20,7,7,69,39,30,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,A.D. NAYA 'A',1111,4,34,19,6,9,69,49,20,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,TORREJON ATHLETIC F.C.,300557,5,34,18,7,9,64,49,15,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,ESPAÑOLETO C.F. 'A',534532,6,34,14,9,11,75,72,3,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,ALAMEDA DE OSUNA E.F.,1387,7,34,13,5,16,66,63,3,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,A.D. VILLA ROSA 'A',790,8,34,11,11,12,50,48,2,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,CLUB COSLADA-C.D. SAN PEDRO,783,9,34,12,7,15,44,51,-7,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,A.D. ESPERANZA 'A',919,10,34,11,9,14,51,54,-3,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,2026-08-12T22:41:44.154554+00:00
