season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,A.D. ALCORCON S.A.D. 'B',280,9,38,15,12,11,65,43,22,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,C.F. TRIVAL VALDERAS ALCORCON 'A',1563,10,38,12,16,10,46,41,5,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,11,38,11,16,11,34,32,2,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,C.D. LEGANES S.A.D. 'B',94,12,38,14,7,17,61,67,-6,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,ATLETICO DE PINTO,162,13,38,13,8,17,34,43,-9,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,14,38,10,15,13,43,54,-11,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,DEPORTIVO A.V. SANTA ANA,1400,15,38,11,10,17,40,52,-12,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,C.D. FUTBOL TRES CANTOS 'A',2027,16,38,12,7,19,37,65,-28,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,C.D. LOS YEBENES-SAN BRUNO 'A',1245,17,38,8,9,21,26,63,-37,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,C.D. EL ALAMO 'A',468,18,38,7,11,20,31,55,-24,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,A.D. COLMENAR VIEJO 'A',193,19,38,7,9,22,45,72,-27,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,OTHER,TERCERA DIVISION NACIONAL,6925637,Grupo 7,6988755,CLUB POLID. PARLA ESCUELA,1791,20,38,0,4,34,16,93,-77,4,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932071+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,LAS ROZAS C.F. 'A',293,1,34,24,7,3,72,29,43,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,C.D. CANILLAS 'A',479,2,34,18,8,8,63,34,29,62,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,F.C. VILLANUEVA DEL PARDILLO 'A',1532,3,34,18,6,10,51,29,22,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,PERISO CLUB DE FUTBOL 'A',1174,4,34,15,12,7,53,46,7,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,A.D. TORREJON C.F. 'A',2363,5,34,16,9,9,53,45,8,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,C.D. GALAPAGAR 'A',438,6,34,15,9,10,53,43,10,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,ARAVACA C.F. 'A',106,7,34,15,9,10,44,36,8,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,UNION COLLADO VILLALBA 'A',1619,8,34,12,10,12,41,38,3,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,C.D. COSLADA,685,9,34,13,7,14,42,43,-1,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,TORRELODONES C.F. 'A',830,10,34,13,6,15,39,48,-9,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,C.D. SAN ROQUE E.F.F.,444,11,34,12,7,15,33,39,-6,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,ESCUELA FUTBOL CONCEPCION 'A',370,12,34,10,11,13,46,61,-15,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,A.D. COMPLUTENSE ALCALA,2451,13,34,12,5,17,45,49,-4,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,ALCOBENDAS-LEVITT C.F.,256,14,34,10,10,14,42,51,-9,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,C.D. DOSA,656,15,34,11,5,18,55,59,-4,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,U.D. SAN SEBASTIAN REYES 'B',408,16,34,9,10,15,50,47,3,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,R.S.D. ALCALA S.A.D. 'B',72,17,34,7,8,19,32,71,-39,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 1,6989643,CAMARMA C.F. 'A',517,18,34,5,3,26,31,77,-46,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6989643&tipojuego=1,2026-08-12T22:03:49.973290+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,REAL C.D. CARABANCHEL 'A',46,1,34,23,7,4,59,19,40,76,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,A.D. PARLA 'A',311,2,34,21,10,3,75,30,45,73,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. VICALVARO,596,3,34,18,10,6,66,40,26,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. LUGO FUENLABRADA 'A',2089,4,34,16,14,4,44,19,25,62,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. COLONIA MOSCARDO 'A',85,5,34,13,13,8,54,39,15,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. SITIO DE ARANJUEZ,1991,6,34,15,7,12,52,45,7,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,REAL ARANJUEZ C.F. 'A',117,7,34,14,7,13,48,55,-7,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,CIEMPOZUELOS CLUB FUTBOL,680891,8,34,11,10,13,44,52,-8,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,ESCUELA DEP.MORATALAZ 'A',623,9,34,12,7,15,57,54,3,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,A.D. VILLAVICIOSA DE ODON 'A',424,10,34,10,10,14,41,42,-1,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.F. TRIVAL VALDERAS ALCORCON 'B',1564,11,34,11,7,16,32,49,-17,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,MOSTOLES BALOMPIE,4950039,12,34,9,12,13,44,59,-15,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. MOSTOLES U.R.J.C. 'B',2278108,13,34,11,6,17,33,43,-10,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,A.D. ARGANDA C.F.,788,14,34,11,6,17,27,46,-19,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. COLMENAR DE OREJA 'A',775,15,34,10,6,18,37,56,-19,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. FORTUNA 'A',495,16,34,10,6,18,47,60,-13,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. LATINA,300607,17,34,8,7,19,39,62,-23,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,CATEGORIA PREFERENTE,6931860,Grupo 2,6996019,C.D. LA AVANZADA 'A',2472,18,34,5,11,18,29,58,-29,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931860&grupo=6996019&tipojuego=1,2026-08-12T22:03:52.353977+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,ESCUELA FUTBOL BARRIO PILAR,846890,1,34,20,7,7,54,32,22,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,LA MORALEJA C.F. 'A',2728977,2,34,19,8,7,71,37,34,65,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,ATLETICO VILLALBA,1024,3,34,19,7,8,69,33,36,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,A.D. CALASANZ POZUELO 'A',171,4,34,20,2,12,50,44,6,62,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,HOYO DE MANZANARES C.D.H. 'A',1197,5,34,18,5,11,60,44,16,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,CERCEDA C.F. 'A',767,6,34,14,10,10,64,49,15,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,RAYO CIUDAD ALCOBENDAS C.F. 'A',1032104,7,34,11,16,7,45,36,9,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,LAS ROZAS C.F. 'B',526441,8,34,13,9,12,50,56,-6,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,A.D. UNION ADARVE 'B',466770,9,34,12,11,11,56,57,-1,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,E.F. SIETE PICOS COLMENAR,2977,10,34,12,8,14,56,57,-1,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,C.D. GALAPAGAR 'B',439,11,34,10,11,13,36,50,-14,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,F.C. VILLANUEVA DEL PARDILLO 'B',300214,12,34,10,10,14,51,65,-14,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,S.A.D. FUND. C.D. RECUERDO,397,13,34,10,8,16,42,55,-13,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,C.D.E. ACADEMIA DE FUTBOL ALCOBENDAS-GANDARIO ,6826508,14,34,9,11,14,39,58,-19,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,A.D. FUNDACION 'A',1418,15,34,10,7,17,73,75,-2,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,COLEGIO EL PRADO,845,16,34,9,6,19,42,70,-28,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,A.D. COLMENAR VIEJO 'B',194,17,34,10,2,22,40,59,-19,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 1,6996922,C.F. POZUELO DE ALARCON 'B',334285,18,34,9,4,21,46,67,-21,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996922&tipojuego=1,2026-08-12T22:03:49.752059+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,C.F. SAN AGUSTIN DE GUADALIX 'B',846893,1,34,21,7,6,58,26,32,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,A.D. SPORTING HORTALEZA 'A',546,2,34,20,6,8,70,50,20,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,C.D. PARACUELLOS 'A',334192,3,34,16,11,7,58,33,25,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,E.D.M. SAN BLAS,1758,4,34,16,8,10,50,33,17,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,UNION DEPORTIVA JARAMA 2016 'A',4950067,5,34,13,12,9,58,56,2,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,ESCUELA DEP.MORATALAZ 'B',624,6,34,15,5,14,73,68,5,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,ALAMEDA DE OSUNA E.F.,1387,7,34,13,10,11,58,45,13,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,CLUB JUVENTUD ELIPA,680170,8,34,11,13,10,47,50,-3,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,C.D. AVANCE,608,9,34,13,7,14,46,48,-2,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
2017-2018,13,AFICIONADO,PRIMERA DE AFICIONADOS,6931863,Grupo 2,6996923,C.F. TORREJON DE ARDOZ CFT 'A',300557,10,34,11,11,12,47,47,0,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6931863&grupo=6996923&tipojuego=1,2026-08-12T22:03:50.535189+00:00
